,doch,jedoch,aber,andererseits,allerdings,hingegen
areas,9,22,44,1,3,0
aren't,0,0,1,0,0,0
arena,0,1,2,0,0,0
argentina,0,0,2,0,0,0
arguably,0,1,1,0,0,0
argue,1,3,4,0,1,0
argued,1,3,0,0,1,0
arguing,1,0,0,0,0,0
argument,5,6,6,0,0,0
argumentation,0,0,1,0,0,0
arguments,4,1,5,0,0,0
arif,0,0,1,0,0,0
arise,2,1,4,0,1,0
arisen,2,2,0,1,0,0
arises,3,10,3,0,1,0
arising,0,0,3,0,0,0
arithmetic,1,0,0,0,0,0
arm,0,0,1,0,0,0
armament,0,1,0,0,0,0
armaments,0,0,0,1,0,0
armed,0,0,1,0,0,0
armenia,0,0,1,0,0,0
arms,3,3,4,0,1,0
armsinitiative,0,0,1,0,0,0
army,0,0,2,1,1,0
aroma,0,1,0,0,0,0
arose,0,1,0,0,0,0
around,5,1,11,0,1,0
aroused,0,1,0,0,0,0
arrange,0,0,1,0,0,0
arranged,0,0,1,0,0,0
arrangement,1,1,3,0,0,0
arrangements,1,2,7,0,0,0
arranging,0,0,1,0,0,0
arrest,3,3,1,0,1,0
arrested,2,0,1,0,0,0
arrests,0,0,1,0,0,0
arrival,0,1,0,0,0,0
arrive,0,1,2,0,0,0
arrived,1,1,3,0,0,0
arriving,1,0,1,0,0,0
arsonists,0,0,1,0,0,0
art,0,0,1,0,0,0
article,5,5,11,2,4,1
articles,1,2,3,0,0,0
artificial,1,0,0,0,0,0
arts,0,0,1,0,0,0
as,218,224,666,25,55,5
asbestos,0,1,1,0,0,0
asbestosis,0,0,0,0,0,1
asean,1,0,2,0,0,0
asensio,0,0,1,0,0,0
ash,0,0,1,0,0,0
ashamed,0,0,1,0,0,0
ashton,0,1,1,0,0,0
asia,3,3,5,0,0,0
asian,1,0,0,0,0,0
aside,1,0,4,0,0,0
ask,38,40,43,0,13,0
asked,1,9,9,0,1,0
asking,7,4,7,0,0,0
asks,1,1,3,0,0,0
aspect,0,8,7,0,4,0
aspects,5,8,21,1,1,0
aspirations,0,1,0,1,0,0
aspire,0,1,0,0,0,0
aspires,0,1,0,0,0,0
assad,0,0,1,0,0,0
assemblies,0,0,1,0,0,0
assembly,2,2,3,0,1,0
assent,0,0,1,0,1,0
assert,0,2,0,0,0,0
asserting,0,0,1,0,0,0
assertion,0,0,1,0,0,0
assertions,0,0,0,0,1,0
assessing,0,2,1,0,0,0
assessment,0,8,3,0,0,0
assessments,0,2,4,0,0,0
asset,0,0,1,1,1,0
assets,0,1,2,0,0,1
assist,0,0,6,0,1,0
assistance,1,3,9,0,0,0
assistants,1,0,0,0,0,0
assisted,0,0,1,0,0,1
assisting,0,0,1,0,0,0
associated,0,2,2,0,0,0
association,4,3,3,0,0,0
association;,0,0,1,0,0,0
associations,0,1,4,0,1,0
assume,5,2,5,0,3,0
assumed,0,1,1,0,0,0
assumes,0,2,1,0,0,0
assuming,2,2,0,1,1,0
assumption,0,1,0,1,1,0
assumptions,0,0,1,0,0,0
assurance,0,1,0,0,0,0
assurances,0,0,1,0,1,0
assure,3,27,10,0,5,0
assured,2,0,2,0,1,0
assures,0,0,0,1,0,0
asthmatic,0,0,1,0,0,0
astonished,4,1,0,0,0,0
astonishing,3,1,1,1,0,0
astonishment,0,1,0,0,0,0
astounding,1,0,0,0,0,0
astute,0,0,1,0,0,0
asylum,1,2,6,0,0,0
asymmetrical,0,0,1,0,0,0
at,204,147,511,57,69,4
atmospheric,1,0,0,0,0,0
atrocious,0,0,1,0,0,0
attach,0,1,0,0,0,0
attached,3,1,1,0,0,0
attaching,0,0,1,0,0,0
attack,0,2,2,1,0,0
attacked,1,0,0,0,0,0
attacking,0,1,0,0,0,0
attacks,0,3,3,0,0,0
attain,0,0,1,0,0,0
attained,0,1,0,0,0,0
attaining,0,0,1,0,0,0
attempt,4,1,5,0,0,0
attempting,0,1,1,0,1,0
attempts,1,2,4,0,0,0
attend,0,1,2,0,0,0
attendance,1,0,1,0,0,0
attended,1,0,0,0,0,0
attends,0,0,1,0,0,0
attention,6,10,17,0,4,1
attentive,0,0,1,0,0,0
attest,0,0,1,0,0,0
attitude,1,2,5,1,0,0
attitudes,1,0,0,0,0,0
attract,0,2,1,0,0,0
attracted,0,0,1,0,0,0
attraction,1,0,1,0,0,0
attractive,0,0,5,0,0,0
attractiveness,0,0,1,0,0,0
attribute,0,0,0,0,0,1
audiovisual,1,1,1,0,0,0
audit,1,1,1,0,0,0
auditing,0,0,0,0,1,0
auditors,0,3,2,1,0,0
auditors',1,0,0,0,0,0
audy,1,0,0,0,0,0
august,0,1,7,0,1,0
aus,0,0,1,0,0,0
australians,0,1,0,0,0,0
austria,2,2,11,2,0,0
austrian,0,0,5,0,0,0
austrians,0,0,1,0,0,0
authentication,0,0,0,1,0,0
author,0,0,0,0,0,1
authorisation,1,0,1,1,0,0
authorisations,0,0,0,0,1,0
authorised,0,1,2,0,1,0
authorises,0,0,0,0,1,0
authoritarian,0,0,1,0,0,0
authorities,3,7,26,2,2,0
authorities',0,1,0,0,0,0
authority,5,3,6,0,2,0
authors,0,0,3,0,0,0
autocracy,0,0,1,0,0,0
automatically,1,0,1,0,1,0
automotive,0,0,0,0,1,0
autonomy,2,1,1,0,0,0
autumn,0,1,0,0,0,0
avail,0,0,1,0,0,0
availability,1,0,1,0,0,0
available,4,10,14,1,0,0
available;,0,1,0,0,0,0
availed,0,0,1,0,0,0
avenues;,0,0,1,0,0,0
average,0,2,3,0,2,0
averroës,0,1,0,0,0,0
avert,0,0,1,0,0,0
avian,0,0,2,0,0,0
aviation,0,3,2,0,0,0
avoid,7,7,15,1,1,0
avoidable,0,1,0,0,0,0
avoided,1,1,4,1,0,0
avoiding,1,1,2,1,0,0
avoids,0,1,0,0,0,0
await,0,2,1,0,1,0
award,0,0,1,0,0,0
awarded,0,1,4,0,1,0
aware,14,29,21,2,11,0
awareness,0,0,2,0,0,0
awareness;,0,0,0,0,1,0
away,9,4,6,3,0,0
awful,1,0,1,0,0,0
awfully,1,0,1,0,0,0
awkward,0,0,1,0,0,0
axe,1,0,0,0,0,0
azerbaijan,0,0,2,0,0,0
azerbaijan’s,0,0,1,0,0,0
aznar,1,0,1,0,0,0
azores,0,1,0,0,0,0
b,1,0,1,0,0,0
babies,0,0,2,0,0,0
bachelot-narquin,0,0,1,0,0,0
back,11,12,27,2,3,0
backed,0,0,1,0,0,0
background,0,1,1,0,1,0
backgrounds,0,1,1,0,0,0
backing,1,0,0,0,0,0
backs,1,0,1,0,0,0
backward,1,0,1,0,0,0
backwards,0,1,1,0,0,0
bad,7,0,17,1,1,1
badly,3,2,3,0,1,0
baffles,0,0,0,0,0,1
baggage,1,0,0,0,0,0
bahrain,1,0,0,0,0,0
bailout,0,0,0,0,1,0
balance,4,4,10,2,1,0
balanced,5,3,7,0,1,0
balancing,0,0,3,0,0,0
bali,3,0,1,0,0,0
balkan,0,0,2,0,0,0
balkans,3,2,8,0,0,0
balking,1,0,0,0,0,0
ball,0,0,1,0,0,0
ballot,0,0,1,0,0,0
baltic,0,2,4,0,0,1
ban,4,5,9,0,1,0
bananas,0,1,0,0,0,0
bangemann,0,0,1,0,0,0
bank,3,8,10,2,1,2
bank's,0,0,0,0,0,1
bank;,0,0,1,0,0,0
banking,0,2,1,0,0,0
banks,2,3,10,0,0,0
banks',0,1,0,0,0,0
bank’s,0,0,2,0,0,0
banned,0,1,4,1,0,0
banning,1,1,0,0,0,0
banotti,1,0,0,0,0,0
bans,0,1,2,0,2,0
bar,0,0,1,0,0,0
barcelona,1,1,4,0,0,0
bare,0,0,1,0,0,0
barely,0,3,0,1,0,0
bargaining,1,0,0,0,0,0
barns,0,0,1,0,0,0
baroness,0,0,3,0,0,0
barons,0,0,0,0,0,1
barrel,0,0,1,0,0,0
barriers,0,1,0,0,0,0
barroso,0,0,4,0,1,1
barrot,0,0,1,1,0,0
barón,0,0,2,0,0,0
base,2,2,2,3,0,0
based,8,8,7,0,2,1
basel,1,0,2,0,0,0
bases,1,0,0,0,0,0
basic,1,11,11,1,0,0
basically,3,3,9,0,1,0
basics,0,0,1,0,0,0
basin,0,0,3,0,0,0
basins,1,0,0,0,0,0
basis,7,9,32,1,3,1
basque,2,0,1,0,0,0
bathing,0,0,1,0,1,0
battle,0,0,2,0,0,0
bay,1,0,0,0,0,0
bayer’s,0,0,1,0,0,0
be,413,591,848,11,154,11
beaches,0,0,1,0,0,0
bean,0,1,0,0,0,0
bear,6,12,8,0,5,0
bearable,0,0,1,0,0,0
bearing,0,0,2,1,0,0
bears,0,0,4,0,0,0
beat,1,0,1,0,0,0
beaten,1,0,0,0,0,0
beautiful,0,0,3,0,0,0
became,2,2,3,0,1,0
because,54,28,65,5,9,0
become,6,15,16,1,4,1
becomes,2,3,6,1,0,0
becoming,4,2,4,0,0,0
beef,2,0,1,0,0,0
been,96,114,253,3,39,2
beer,0,0,1,0,0,0
beers,0,0,2,0,0,0
beethoven,0,0,0,1,0,0
befall,0,0,0,0,1,0
befallen,0,0,1,0,0,0
before,23,15,38,0,5,2
before',0,0,1,0,0,0
beforehand,1,0,0,0,0,0
beg,3,2,2,0,0,0
began,1,0,3,0,0,0
begin,2,1,11,0,0,0
beginning,2,7,12,0,0,0
beginnings,0,0,0,0,1,0
begins,0,2,2,0,0,0
begrudge,0,0,1,0,0,0
begun,1,0,1,0,0,1
behalf,3,3,13,0,1,0
behave,2,1,1,0,0,0
behaved,0,0,1,0,0,0
behaviour,2,3,4,0,1,0
behind,5,4,9,0,0,0
beijing,0,0,3,0,0,0
being,35,44,81,4,10,2
beings,3,2,2,0,0,0
belarus,1,3,6,0,0,0
belarus’,1,0,0,0,0,0
belated,0,1,1,0,0,0
belgian,2,0,1,0,0,0
belgium,3,0,4,0,1,0
belief,0,2,2,0,0,0
beliefs,0,0,1,0,0,0
believe,34,220,179,0,50,8
believed,1,2,0,0,0,1
believes,1,19,4,0,1,0
belittles,0,1,0,0,0,0
bell,0,1,0,0,0,0
bells,1,0,0,0,0,0
belong,1,1,5,0,0,0
belonging,0,0,0,1,0,0
below,0,1,1,0,0,0
ben,1,0,0,0,0,0
benches,0,0,1,0,0,0
beneath,0,1,1,0,0,0
beneficial,0,0,5,0,0,0
beneficiaries,0,2,1,0,0,0
beneficiary,0,1,0,0,0,0
benefit,5,8,12,0,1,0
benefiting,0,0,1,0,0,0
benefits,7,4,12,1,2,0
benevolent,1,0,0,0,0,0
berg,0,0,1,0,0,0
berisha,0,0,1,0,0,0
berlin,0,1,1,0,0,0
bernié,0,0,0,0,1,0
berthu,0,0,1,0,0,0
berès,0,0,1,0,0,0
beset,0,1,0,0,0,0
besets,0,0,1,0,0,0
beside,0,0,1,0,0,0
besides,0,1,0,3,1,0
best,8,9,16,1,3,0
betrayed,0,2,0,0,0,0
better,14,8,40,2,3,1
better;,0,0,1,0,0,0
between,15,14,43,13,2,0
beware,1,0,1,0,1,0
beyond,10,9,17,0,1,0
beysen,0,0,1,0,0,0
bi-,0,0,1,0,0,0
bianco,0,0,1,0,0,0
biased,1,0,0,0,0,0
bicker,0,0,1,0,0,0
bicycle,0,0,1,0,0,0
bid,0,1,0,0,0,0
bids,0,1,1,0,0,0
bielan,0,0,1,0,0,0
big,1,5,4,0,0,0
bigger,1,0,2,0,1,0
biggest,1,0,2,0,1,0
bilateral,0,1,5,0,0,0
bill,0,0,2,0,0,0
billion,2,2,2,0,2,0
billions,0,0,2,0,0,0
binding,1,3,6,0,1,0
bini,0,0,1,0,0,0
bio,0,0,1,0,0,0
bio-technology,0,0,1,0,0,0
biocides,0,0,1,0,0,0
biodiversity,0,0,1,0,0,0
bioethanol,1,0,0,0,0,0
bioethics,1,0,0,0,0,0
biofuels,0,1,0,0,1,0
biogas,0,0,4,0,0,0
biological,1,1,0,0,0,0
biometric,0,1,0,0,0,0
biosafety,0,0,1,0,0,0
biotechnology,0,0,1,0,0,0
birds,1,0,0,0,0,0
birth,3,0,2,0,1,0
births,0,0,1,0,0,0
biscuit,1,0,0,0,1,0
bisphenol,0,1,0,0,0,0
bit,5,0,9,0,0,0
bit;,0,0,1,0,0,0
bite,0,0,1,0,0,0
bitter,1,0,3,0,0,0
bitterly,0,1,1,0,0,0
bizarre,3,0,0,0,1,0
black,0,1,3,0,0,1
black-and-white,1,0,0,0,0,0
blacklist,0,0,1,0,0,0
blacklists,0,0,1,0,0,0
blackmail,0,0,0,0,1,0
blair,0,0,1,0,0,0
blame,1,1,8,0,1,0
blamed,1,0,1,0,0,0
blaming,0,1,1,0,0,0
blasphemy,1,0,0,0,0,0
blessing,0,0,1,0,1,0
blind,1,2,1,0,1,0
blindly,0,0,1,0,0,0
blinkers,0,0,0,0,1,0
bloc,0,0,0,1,0,0
block,1,1,5,0,0,0
blocked,0,0,1,0,0,0
blocking,0,2,2,0,0,0
blocs,0,0,0,1,0,0
blok,1,0,0,0,0,0
blood,2,0,0,0,0,0
bloodshed,1,0,0,0,0,0
bloody,1,0,1,0,0,0
blottnitz,0,0,1,0,0,0
blow,0,0,1,0,0,0
blue,0,0,1,0,0,0
bluefin,0,0,3,0,0,0
bluetongue,0,0,1,0,0,0
blunt,0,1,0,0,0,0
bluntly,0,0,1,0,0,0
board,1,0,6,0,0,0
board;,1,0,0,0,0,0
boat,1,1,0,0,0,0
bodies,1,0,4,0,0,0
body,1,2,7,0,1,0
body',1,0,0,0,0,0
boeing,0,1,0,0,0,0
bogged,0,1,1,0,0,0
bogotá,0,0,1,0,0,0
boil,0,1,0,0,0,0
boiled,0,0,1,0,0,0
boils,1,0,0,0,0,0
bold,0,0,2,0,0,0
bolder,0,0,1,0,0,0
bolivia,1,0,0,0,0,0
bolkestein,0,1,1,0,0,0
bolkestein',0,1,0,0,0,0
bolts,0,0,1,0,0,0
bomb,1,0,2,0,0,0
bombed,0,1,0,0,0,0
bombing,1,0,0,0,0,0
bondholders,0,0,1,0,0,0
bone,0,1,0,0,0,0
bones,0,0,1,0,0,0
bonino,0,1,1,0,0,0
book,1,0,0,0,0,0
booking,0,0,1,0,0,0
books,0,1,1,0,0,0
booksellers,1,0,0,0,0,0
boom,0,0,1,0,0,0
booming,1,0,0,0,0,0
boost,0,0,4,0,0,0
boosting,0,0,1,0,0,0
boosts,0,0,1,0,0,0
border,2,0,11,0,0,0
borders,4,7,10,1,0,0
borg,1,0,1,0,0,0
boring,2,0,1,0,0,0
born,1,0,3,0,0,0
borne,0,3,2,0,0,0
borrowing,0,0,1,0,0,0
bosman,1,0,0,0,0,0
bosnia,2,0,2,0,1,0
bosnia-herzegovina,0,2,0,0,0,0
both,14,9,54,6,1,1
bother,1,0,1,0,1,0
bothers,1,0,0,0,0,0
bothnia,0,1,0,0,0,0
bottle,0,0,1,0,0,0
bottles,0,0,1,0,0,0
bottom,1,1,2,0,0,0
bound,4,7,0,0,0,0
boundaries,1,0,1,0,0,0
boundary,0,0,1,0,0,0
boundless,1,0,0,0,0,0
bourlanges,1,0,0,0,0,0
bow,0,1,1,0,0,0
bowe,0,0,1,0,0,0
box,0,0,1,0,0,0
box',0,0,0,1,0,0
boxes,0,0,2,0,0,0
boycott,0,0,0,0,1,0
boycotting,0,0,1,0,0,0
boycotts,0,0,1,0,0,0
brain,0,1,0,0,0,0
brains,0,1,0,0,0,0
branch,0,0,1,0,0,0
brand,1,0,0,0,0,0
brave,0,0,1,0,0,0
bravery,0,0,1,0,0,0
brazen,0,0,1,0,0,0
brazil,3,0,1,0,0,0
breach,0,2,2,0,0,0
breached,0,0,2,0,0,0
breadth,1,0,0,0,0,0
break,1,2,2,0,0,0
break-up,1,1,0,0,0,0
breakfast,0,0,2,0,0,0
breaking,0,1,0,0,0,0
breaks,0,1,0,0,0,0
breakthrough,1,1,2,0,0,0
breast,0,0,1,0,0,0
breath,1,1,1,0,0,1
breeders,0,0,1,0,0,0
brejc,0,0,1,0,0,0
brian,0,0,1,0,0,0
bric-a-brac,0,0,0,0,1,0
bricks,0,0,1,0,0,0
brief,2,1,9,0,1,0
briefly,1,2,5,0,1,0
brigade,0,0,1,0,0,0
bright,0,1,0,0,0,0
brilliant,1,0,0,0,0,0
bring,3,9,17,0,2,0
bringing,2,1,2,0,1,0
brings,0,4,4,0,1,0
brink,0,1,0,0,0,0
britain,0,0,2,0,0,0
british,5,2,11,0,0,1
british',1,0,0,0,0,0
brittan,0,0,2,0,0,0
broached,0,0,1,0,0,0
broad,2,1,3,0,0,1
broadcast,0,0,1,0,0,0
broadcasters',0,0,1,1,0,0
broadcasting,0,0,1,1,0,0
broadcasts,0,1,0,0,0,0
broadening,0,1,1,0,0,0
broader,1,2,2,0,0,0
broadest,0,0,2,0,0,0
broadly,1,0,0,0,0,1
broek,1,0,0,0,0,0
brok,0,0,1,0,0,0
broken,1,0,1,0,0,0
broth,0,1,0,0,0,0
brother's,1,0,0,0,0,0
brought,4,4,5,0,2,0
brown,0,0,1,0,0,0
brunette,0,1,0,0,0,0
brushed,0,0,1,0,0,0
brussels,2,3,6,0,1,0
brutal,0,1,0,0,0,0
brutally,1,0,0,0,0,0
bse,4,2,2,0,0,0
buddha,1,0,0,0,0,0
budge,1,0,0,0,0,0
budget,13,19,30,2,2,0
budget;,0,0,1,0,0,0
budgetary,8,4,10,2,1,0
budgetary-taxation,0,0,0,1,0,0
budgeted,0,0,1,0,0,0
budgeting,0,0,0,1,0,0
budgets,2,6,2,0,3,0
build,0,1,5,0,0,0
builders,0,0,1,0,0,0
building,1,2,4,0,0,0
buildings,0,0,1,0,0,0
builds,0,1,0,0,0,1
built,1,1,3,0,1,0
buitenen,0,0,1,0,0,0
bulgaria,0,2,2,0,0,1
bulgaria-turkey-greece,0,1,0,0,0,0
bulgarian,0,0,3,0,0,0
bulk,1,0,0,0,0,0
bulky,0,0,1,0,0,0
burden,2,2,6,0,0,0
burdened,0,1,1,0,0,0
burdens,1,1,1,1,0,0
burdensome,0,1,1,0,0,0
bureau,1,1,3,0,0,0
bureaucracy,0,2,5,1,0,0
bureaucracy;,0,0,1,0,0,0
bureaucratic,0,0,2,0,1,0
bureaucrats,0,0,1,0,0,0
burial,1,0,0,0,0,0
burma,4,1,2,0,0,0
burn,0,0,0,0,1,0
burner,0,0,1,0,0,0
burning,1,0,0,0,0,0
burst,0,0,1,0,0,0
burundi,0,0,1,0,1,0
bury,1,0,0,0,0,0
bus,0,0,1,0,0,0
buses,0,2,0,0,0,0
bush,1,0,1,1,0,0
bushill-matthews,1,0,0,0,0,0
business,7,3,4,2,0,0
business;,0,1,0,0,0,0
businesses,2,0,13,3,0,0
businessmen,1,0,0,0,0,0
busquin,1,0,1,0,0,0
but,4351,1220,16897,106,503,26
but',0,0,1,0,0,0
buts,0,0,1,0,0,0
butter,0,0,1,0,0,0
buy,1,0,4,0,0,0
buy-back,0,0,0,0,1,0
by,84,95,260,23,24,15
by-catches,0,1,1,0,0,0
by-products,0,1,0,0,0,0
bypassing,0,0,0,1,0,0
böge,0,0,1,0,0,0
c'est,0,0,1,0,0,0
cable,0,0,1,0,0,0
cabotage,0,0,0,0,1,0
caffeine,0,1,0,0,0,0
cage,0,1,0,0,0,0
cages,0,1,0,0,0,0
caillot,1,0,0,0,0,0
cairo,1,0,0,0,0,1
cake,1,1,0,0,0,0
calais,0,0,1,0,0,0
calamities,0,0,1,0,1,0
calculate,0,3,0,0,0,0
calculated,0,0,1,0,0,0
calculates,0,1,0,0,0,0
calculating,0,0,1,0,0,0
calculation,1,0,0,0,0,0
calculations,0,0,1,0,0,0
calendar,0,0,1,0,0,0
calf,1,0,0,0,0,0
call,8,16,18,1,2,0
called,3,1,9,1,1,0
calling,1,4,4,0,0,0
calls,0,8,7,0,1,0
calm,0,1,5,0,0,0
calmly,1,0,4,0,0,0
camara,0,1,0,0,0,0
cambodia,1,1,1,0,0,0
cambridge,0,0,1,0,0,0
came,3,7,9,0,0,0
camera,1,0,0,0,0,0
cameras,0,0,1,0,0,0
cameroon,0,0,1,0,0,0
camp,0,0,2,0,0,0
campaign,0,3,2,0,1,1
campaigning,0,1,1,0,0,0
campaigns,0,0,3,1,0,0
camps,1,0,2,0,0,0
camre,1,0,0,0,0,0
can,88,241,301,8,45,2
can't,1,0,0,0,0,0
canada,1,1,0,0,0,0
canadian,1,0,0,0,0,0
canary,2,0,0,0,0,0
cancel,1,0,0,0,0,0
cancelled,1,2,0,0,0,0
cancer,0,0,1,0,0,0
cancers,0,1,0,0,0,0
cancun,1,0,0,0,0,0
cancún,0,0,2,0,0,0
candidate,4,4,7,0,1,0
candidates,0,0,1,0,2,0
cannibals,0,0,1,0,0,0
cannot,101,269,197,1,32,7
cantabria,0,0,1,0,0,0
cap,4,1,2,1,0,0
capabilities,0,1,4,0,0,0
capability,0,0,1,0,0,0
capable,0,1,4,0,0,0
capacity,2,1,7,2,1,0
capacity’,0,0,1,0,0,0
capita,1,0,0,0,0,0
capital,4,1,7,1,1,0
capitalisation,0,0,1,0,0,0
capitalism,0,1,0,0,0,0
capitalist,0,1,0,0,0,0
capitals,0,0,1,0,0,0
cappato,0,0,1,0,0,0
car,2,1,4,0,0,0
car-tyre,0,0,0,1,0,0
cara,0,0,1,0,0,0
carbon,1,2,3,0,0,0
carcass,0,0,1,0,0,0
card,2,1,2,0,0,0
cardiff,1,0,0,0,0,0
cardiovascular,0,0,1,0,0,0
cards,0,0,4,0,0,0
care,9,6,7,0,1,0
careful,0,2,1,0,1,0
carefully,3,2,5,1,1,0
carefully',0,0,1,0,0,0
caribbean,0,0,0,1,0,0
caricature,0,0,1,0,0,0
caricatures,0,0,1,0,0,0
cariforum,0,0,1,0,0,0
carnero,0,1,0,0,0,0
carpenters,1,0,0,0,0,0
carping,1,0,0,0,0,0
carried,4,5,11,0,2,0
carriers,1,0,0,0,0,0
carries,2,3,2,0,0,0
carrot,0,0,1,0,0,0
carry,6,4,1,1,0,0
carrying,0,0,4,0,0,0
cars,1,3,5,1,0,2
cart,0,0,1,0,0,0
cartels,0,0,1,0,0,1
carter,1,0,0,0,0,0
casaca,1,0,1,0,0,0
case,25,41,94,0,26,4
case-law,1,0,1,0,0,0
cases,6,21,15,0,1,0
cases’,1,0,0,0,0,0
cash,0,0,1,0,0,0
cashiers,0,0,1,0,0,0
casino,0,0,1,0,0,0
caspian,0,1,0,0,0,0
cassation,1,0,0,0,0,0
cast,3,2,2,0,1,0
castle,1,0,0,0,0,0
cat,0,0,1,0,0,0
catalogue,0,0,1,0,0,0
catalogued,1,0,0,0,0,0
catalonia,1,0,0,0,1,0
catania,0,0,1,0,0,0
catastrophe,0,0,2,0,0,0
catastrophic,0,0,1,0,0,0
catch,2,3,2,0,0,0
catch;,1,0,0,0,0,0
catches,0,0,1,0,1,0
categorically,1,0,0,0,0,0
categories,0,0,2,0,0,0
category,1,1,2,0,1,0
catered,0,0,1,0,0,0
catering,0,0,1,0,0,1
catholic,0,0,1,1,0,0
cattle,0,0,1,0,0,0
caught,0,0,1,0,0,0
cause,2,14,9,0,2,0
caused,4,1,2,0,0,0
causes,2,2,7,0,3,0
causing,0,2,1,0,0,0
caution,1,5,7,0,0,0
cautious,0,3,1,0,1,0
cautiously,0,0,2,0,0,0
cavada,0,0,1,0,0,0
cavalier,0,1,0,0,0,0
caveats,0,0,0,0,1,0
ccees,1,0,0,0,0,0
ce,0,0,1,0,0,0
cease,1,0,1,0,0,0
cease-fire,0,0,1,0,0,0
ceasefire,0,0,1,0,0,0
ceasing,0,0,1,0,0,0
cecchini,0,0,1,0,0,0
ceiling,1,2,0,0,1,0
ceilings,0,0,1,0,0,0
celebrate,0,0,1,0,0,0
celebration,1,0,1,0,0,0
cell,1,0,1,0,0,0
cells,0,4,1,0,0,1
cement,0,0,1,0,0,0
censorship,0,1,1,0,0,0
censure,1,0,1,0,0,0
censures,0,0,1,0,0,0
cent,1,0,2,0,0,0
centimetres,0,0,1,0,0,0
central,5,9,15,3,1,1
centrally,0,0,1,0,0,0
centre,1,2,2,1,0,0
centres,0,1,2,0,0,0
centuries,0,0,3,0,0,0
century,1,1,1,1,1,0
ceramic,0,0,1,0,0,0
cereal,0,0,1,0,0,0
cereals,0,0,1,0,0,0
certain,17,24,50,1,5,3
certain;,0,1,0,0,0,0
certainly,28,28,84,0,25,2
certainty,1,3,4,0,0,0
certificates,0,1,0,0,0,0
certification,0,0,1,0,0,0
cesr;,0,0,1,0,0,0
cfo,1,0,0,0,0,0
cfp,0,1,2,0,0,0
cfsp,0,2,0,1,0,0
chagos,0,0,1,0,0,0
chain,0,2,1,0,0,0
chains,0,0,1,0,0,0
chair,0,0,1,0,0,0
chair's,1,0,0,0,0,0
chairman,0,0,1,1,0,0
chairmen,0,0,1,0,0,0
challenge,2,8,11,1,0,0
challenges,3,6,7,1,0,0
challenging,0,1,1,0,1,0
chamber,3,3,14,0,1,0
championing,1,0,0,0,0,0
champions,1,0,0,0,0,0
championship,0,0,1,0,0,0
championships,1,0,0,0,0,0
chance,0,0,4,0,0,0
chancellor,1,0,0,0,0,0
chances,0,1,1,0,0,0
change,17,13,32,1,2,0
change',0,0,1,0,0,0
changed,4,10,9,0,2,0
changed;,0,0,1,0,0,0
changeover,1,0,1,0,0,0
changes,5,6,10,0,1,0
changes;,0,0,1,0,0,0
change’,0,0,1,0,0,0
changing,2,1,2,0,1,0
channel,0,1,2,0,0,0
channelled,0,1,0,1,0,0
channels,1,0,0,0,1,0
chaos,0,1,1,0,0,0
chaotic,0,1,0,0,0,0
chapter,2,1,0,0,0,0
chapters,0,0,1,0,0,0
character,2,0,2,0,0,0
characterise,0,1,0,0,0,0
characterised,0,1,1,0,0,0
characteristics,2,2,2,0,0,0
charge,0,3,3,0,0,0
charged,1,0,2,0,0,0
charges,1,1,4,0,1,0
charity,0,0,2,0,0,0
charles,0,0,1,0,0,0
charter,4,3,7,0,0,0
cheap,1,1,7,0,0,0
cheaper,0,1,5,0,0,0
cheaply,0,0,0,0,1,0
cheating,0,0,0,1,0,0
chechen,0,0,1,0,0,0
chechens,0,0,1,0,0,0
chechnya,0,0,4,0,0,0
check,1,0,4,0,1,0
checked,0,0,1,0,0,0
checking,0,0,1,0,0,0
checks,0,1,0,0,0,0
cheek,0,0,0,1,0,0
chemical,1,0,2,1,0,0
chemicals,1,1,2,0,0,0
cheques,0,0,2,0,0,0
chernobyl,0,1,1,0,0,0
chiapas,0,0,1,0,0,0
chichester,0,0,1,0,0,0
chief,0,1,1,0,0,0
chiefly,0,1,0,0,0,0
chigi,0,1,0,0,0,0
child,1,1,0,0,0,1
child-friendly,0,0,1,0,0,0
child-parent,0,0,1,0,0,0
childbirths,0,0,1,0,0,0
childcare,0,1,0,0,0,0
childish,0,0,1,0,0,0
childless,0,0,1,0,0,0
children,4,6,17,0,0,0
chile,2,0,0,0,0,0
china,4,2,23,1,3,0
china’s,0,1,0,0,0,0
chinese,0,0,3,0,0,0
chip,0,1,0,0,0,0
chippendale,1,0,0,0,0,0
chirac,1,1,0,0,0,0
chişinău,0,1,0,0,0,0
chlorine,0,0,0,1,0,0
chocolate,1,0,1,0,0,0
choice,1,2,6,1,0,0
choices,1,1,0,0,0,0
choose,0,2,3,0,0,0
chooses,0,1,1,0,0,0
choosing,0,0,1,0,0,0
chose,1,3,1,0,2,1
chosen,1,6,5,0,0,0
chris,0,0,1,0,0,0
christian,2,1,2,0,0,0
christian-democrats,0,0,1,0,0,0
christianity,1,0,0,0,0,0
christians,0,1,2,0,0,0
christmas,2,0,0,0,0,0
christmas;,0,0,1,0,0,0
chromium,0,0,1,0,0,0
chronic,1,0,1,0,0,0
chronicle,0,0,0,0,1,0
church,0,0,1,1,0,0
churches,0,0,0,0,1,0
cigarillo,0,1,0,0,0,0
circle,0,0,1,0,0,0
circles,1,0,1,0,0,0
circulated,0,0,1,0,0,0
